valueSetId,valueSetName,searchTerm,vocabularyId
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.00,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.01,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.02,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.10,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.11,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.12,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.20,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.21,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.22,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.30,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.31,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.32,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.40,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.41,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.42,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.50,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.51,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.52,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.60,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.61,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.62,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.70,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.71,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.72,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.80,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.81,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.82,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.90,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.91,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,410.92,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,412,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,429.71,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,429.79,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,414.00,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,414.01,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,414.02,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,414.03,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,414.04,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,414.05,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,414.06,ICD9CM
602.chd-indicator-dx,Coronary Heart Disease Indicator Diagnoses,414.07,ICD9CM
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92920,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92921,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92924,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92925,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92928,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92929,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92933,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92934,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92937,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92938,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92941,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92943,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92944,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92980,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92981,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92982,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92984,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92995,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92996,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92973,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,92974,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.01,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.02,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.03,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.04,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.05,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.06,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.07,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.09,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,00.66,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33510,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33511,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33512,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33513,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33514,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33516,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33517,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33518,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33519,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33521,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33522,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33523,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33533,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33534,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33535,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,33536,CPT4
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.10,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.11,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.12,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.13,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.14,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.15,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.16,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.17,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.18,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.19,ICD9Proc
602.chd-indicator-px,Coronary Heart Disease Indicator Procedures,36.2,ICD9Proc
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,434,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,434.00,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,434.01,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,434.10,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,434.11,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,434.90,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,434.91,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,437.0,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,437.1,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,435.0,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,435.1,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,435.2,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,435.3,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,435.8,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,435.9,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433.00,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433.01,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433.10,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433.11,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433.20,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433.21,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433.30,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433.31,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433.80,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433.81,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433.90,ICD9CM
602.cvd-indicator-dx,Cerebrovascular Disease Indicator Diagnoses,433.91,ICD9CM
602.cvd-indicator-px,Cerebrovascular Disease Indicator Procedures,38.12,ICD9Proc
602.cvd-indicator-px,Cerebrovascular Disease Indicator Procedures,38.11,ICD9Proc
602.cvd-indicator-px,Cerebrovascular Disease Indicator Procedures,00.61,ICD9Proc
602.cvd-indicator-px,Cerebrovascular Disease Indicator Procedures,39.28,ICD9Proc
602.cvd-indicator-px,Cerebrovascular Disease Indicator Procedures,00.63,ICD9Proc
602.cvd-indicator-px,Cerebrovascular Disease Indicator Procedures,35301,CPT4
602.cvd-indicator-px,Cerebrovascular Disease Indicator Procedures,37215,CPT4
602.cvd-indicator-px,Cerebrovascular Disease Indicator Procedures,37216,CPT4
602.pad-indicator-dx,Peripheral Arterial Disease Indicator Diagnoses,440.20,ICD9CM
602.pad-indicator-dx,Peripheral Arterial Disease Indicator Diagnoses,440.21,ICD9CM
602.pad-indicator-dx,Peripheral Arterial Disease Indicator Diagnoses,440.22,ICD9CM
602.pad-indicator-dx,Peripheral Arterial Disease Indicator Diagnoses,440.23,ICD9CM
602.pad-indicator-dx,Peripheral Arterial Disease Indicator Diagnoses,440.24,ICD9CM
602.pad-indicator-dx,Peripheral Arterial Disease Indicator Diagnoses,440.29,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),237.70,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),237.71,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),237.72,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),237.73,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),237.79,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),443.1,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),446.0,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),446.4,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),446.5,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),446.6,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),446.7,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),710.1,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),747.10,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),747.11,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),747.22,ICD9CM
602.pad-indicator-dx-2,Peripheral Arterial Disease Indicator Diagnoses (Need 2 Codes),747.64,ICD9CM
